5;4827863;Avenida  Caqueta;31035230;31035266;35;30;0.0958706;70;14;1000000;-12.0381727;-77.0434326;-12.0373115;-77.043417
14;4832980;Avenida Canta Callao;31069864;1757614266;35;40;0.2069429;70;30;1000000;-12.000364;-77.1159655;-11.9990027;-77.1146681
66;30103262;Avenida Caqueta;331611056;331611041;36;7;0.0828289;30;28;1000000;-12.0368677;-77.0434465;-12.0361259;-77.0435159
26;24266855;Avenida  Coronel Portillo;262728246;262728245;36;18;0.1310564;60;22;1000000;-12.1004458;-77.0512046;-12.1016124;-77.0513763
76;34188007;Avenida  de la Floresta;392148691;392148625;37;8;0.1673838;40;42;1000000;-12.1033696;-76.9894221;-12.1046823;-76.9889312
74;34188007;Avenida  de la Floresta;392148625;392148624;37;36;0.1912524;60;32;1000000;-12.1046823;-76.9889312;-12.1063977;-76.988803
81;34188651;Avenida  del Aire;392154290;1840019213;38;9;0.0687345;60;12;1000000;-12.0763282;-76.9955028;-12.076625;-76.9960573
43;25111821;Avenida Central;549104916;1305701340;39;21;0.0124669;60;3;1000000;-11.9550773;-77.0847573;-11.9550618;-77.0846438
82;34188687;Avenida  El Derby;391038718;392154379;40;10;0.1161682;60;20;1000000;-12.0985217;-76.9767434;-12.0984097;-76.9756811
62;28707078;Avenida Circunvalacion;1840977020;1840977018;40;38;0.019952;70;3;1000000;-12.0777033;-76.9889361;-12.0775591;-76.9890453
